price_paid,sold_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,year,month,day,address,full_address,epc_rating,sqm,council_tax_band,crime_rate,lat,lng,bank_rate,inflation_rate,2_year_95%_LTV,2_year_90%_LTV,2_year_75%_LTV,2_year_60%_LTV,2_year_85%_LTV,regional_employment,regional_gdp,train_station_distance_miles,train_station_name,shopping_mall_distance_miles,shopping_mall_name,leisure_distance_miles,leisure_name,gym_distance_miles,gym_name,park_distance_miles,park_name,proximity_to_london_miles,primary_school_distance_miles,primary_school_name,secondary_school_distance_miles,secondary_school_name,bedrooms,bathrooms,extra_features
695000.0,2022-08-04,SE5 8NN,Flat,N,Leasehold,APARTMENT 1,30,SHENLEY ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,2022.0,8.0,4.0,APARTMENT 1 30 SHENLEY ROAD,"Apartment 1, 30, Shenley Road, London, Greater London Se5 1NN",D,182.0,C,133.8,51.4725061,-0.0808900999999999,1.75,9.9,4.14,3.93,3.6,3.51,3.69,75.2,21740.0,0.3,Denmark Hill,0.32,The Aylesham Centre,0.27,Camberwell Leisure Centre,0.13,Pelican outdoor gym,0.19,Warwick Gardens,2.13,0.11,Oliver Goldsmith Primary School,0.29,Arco Academy,,,
1050000.0,2023-06-15,E9 7DH,House,N,Leasehold,,3,CHURCH CRESCENT,,LONDON,HACKNEY,GREATER LONDON,B,2023.0,6.0,15.0,3 CHURCH CRESCENT,"3, Church Crescent, London, Greater London E9 CDH",D,118.0,F,92.4,51.5405131,-0.0452216,5.0,10.1,6.28,5.75,5.49,5.47,5.59,81.5,,0.29,Homerton,0.81,Kingsland Shopping Centre,0.49,Kings Hall Leisure Centre,0.16,The Refinery E9,0.08,Banbury Road Open Space,2.84,0.1,Orchard Primary School,0.27,The Urswick School,3.0,2.0,TAX BAND-FEPC-E
500000.0,2022-11-30,E9 7BZ,Flat,N,Leasehold,,8,LOUISA CLOSE,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,11.0,30.0,8 LOUISA CLOSE,"8, Louisa Close, London, Greater London E9 LBZ",D,99.0,D,120.75,51.53762469999999,-0.0424181,3.0,10.7,6.59,6.28,5.98,5.82,6.11,73.2,11577.0,0.4,Homerton,0.93,Kingsland Shopping Centre,0.63,Kings Hall Leisure Centre,0.23,PureGym London Bow Wharf,0.03,Victoria park,2.85,0.1,Lauriston School,0.92,Waterside Academy,2.0,1.0,"Renewed Lease (ready on completion)2 Double BedroomsSecure, Gated Community30 Second Walk into Victoria ParkModernised ThroughoutAllocated Parking Bay Catchment for Quality Local Schools "
275000.0,2023-02-24,E10 5BQ,,N,,FLAT 2,"ST. LUKES COURT, 5",CAMPION ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,2.0,24.0,"FLAT 2 ST. LUKES COURT, 5 CAMPION ROAD","Flat 2, St. Lukes Court, 5, Campion Road, London, Greater London E10 2BQ",D,48.0,B,88.8,51.5708296,-0.0142664,4.0,10.1,5.86,5.35,4.79,4.71,5.03,73.7,,0.17,Leyton Midland Road,0.59,17&Central,0.17,Leyton Leisure Centre,0.11,Lab 51 Fitness,0.31,Thomas Gamuel Park,4.27,0.07,George Mitchell Primary School,0.12,George Mitchell School,,,
420000.0,2022-03-31,E9 6PR,Flat,N,Leasehold,,89,WOOLRIDGE WAY,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,3.0,31.0,89 WOOLRIDGE WAY,"89, Woolridge Way, London, Greater London E9 WPR",C,78.0,C,87.06,51.5426216,-0.0508856,0.75,7.0,2.8,2.38,2.14,2.01,2.22,73.2,11577.0,0.19,London Fields,0.64,Kingsland Shopping Centre,0.36,Kings Hall Leisure Centre,0.03,"Fighting Fit Studio, London E9 6PR",0.07,Shore Gardens,2.76,0.09,Orchard Primary School,0.1,The Urswick School,,,
750000.0,2022-04-14,E9 7DB,Flat,N,Leasehold,FLAT 1,45,WETHERELL ROAD,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,4.0,14.0,FLAT 1 45 WETHERELL ROAD,"Flat 1, 45, Wetherell Road, London, Greater London E9 1DB",C,141.0,E,120.75,51.5381023,-0.0419361,1.0,9.0,2.95,2.58,2.35,2.25,2.46,73.2,11577.0,0.38,Homerton,0.94,Kingsland Shopping Centre,0.62,Kings Hall Leisure Centre,0.25,PureGym London Bow Wharf,0.04,Victoria park,2.87,0.12,Lauriston School,0.94,Waterside Academy,,,
610000.0,2023-03-24,N22 5QA,Terraced,N,Freehold,,35,LEITH ROAD,,LONDON,HARINGEY,GREATER LONDON,A,2023.0,3.0,24.0,35 LEITH ROAD,"35, Leith Road, London, Greater London N22 LQA",C,193.0,D,115.0,51.6009677,-0.1008794,4.25,10.1,5.77,5.23,4.74,4.57,4.98,74.9,,0.52,Alexandra Palace,0.35,"High Road, Wood Green",1.08,Park Road Pools & Fitness,0.25,The Gym Group London Wood Green Lordship Lane,0.27,Russell Park,4.13,0.18,Lordship Lane Primary School,0.12,Riverside School,2.0,1.0,Beautiful two bedroom houseExtended kitchenExcellent conditionPrivate gardenRefurbished throughtout in recent yearsChain freeEPC: DCouncil tax: D
425000.0,2023-03-14,N22 5RE,Terraced,N,Freehold,,29,BRACKNELL CLOSE,,LONDON,HARINGEY,GREATER LONDON,B,2023.0,3.0,14.0,29 BRACKNELL CLOSE,"29, Bracknell Close, London, Greater London N22 BRE",C,129.0,E,74.25,51.6000834,-0.1056958,4.25,10.1,5.77,5.23,4.74,4.57,4.98,74.9,,0.39,Alexandra Palace,0.25,"High Road, Wood Green",0.97,Park Road Pools & Fitness,0.13,Laura Campos - Personal trainer,0.07,Cranbrook Park,4.07,0.15,Earlham Primary School,0.2,Mulberry Academy Woodside,2.0,2.0,Two Double BedroomsTerraced House Private Rear BalconyHome Office/Study Guest Shower Room & W.CAir Conditioning Close To Wood Green UndergroundClose To Aleandra Palace Station
2550000.0,2022-03-31,E9 6RG,,N,Freehold,,245 - 251,WELL STREET,,LONDON,HACKNEY,GREATER LONDON,B,2022.0,3.0,31.0,245 - 251 WELL STREET,"245 - 251, Well Street, London, Greater London E9 -RG",C,130.0,A,106.6,51.5445339,-0.0469099,0.75,7.0,2.8,2.38,2.14,2.01,2.22,73.2,11577.0,0.16,Homerton,0.72,Kingsland Shopping Centre,0.31,Kings Hall Leisure Centre,0.03,The Refinery E9,0.04,Build up Hackney Park,2.9,0.09,Berger Primary School,0.16,The Urswick School,,,
680000.0,2023-10-18,N22 5HT,Terraced,N,Freehold,,54,WOODSIDE ROAD,,LONDON,HARINGEY,GREATER LONDON,A,2023.0,10.0,18.0,54 WOODSIDE ROAD,"54, Woodside Road, London, Greater London N22 WHT",D,160.0,F,70.56,51.6054779,-0.1073054,5.25,4.6,6.6,6.06,5.6,5.52,5.94,74.9,,0.36,Bowes Park,0.47,"High Road, Wood Green",1.13,Park Road Pools & Fitness,0.15,White Hart Lane Boxing Academy,0.11,Woodside Park,4.29,0.11,Earlham Primary School,0.18,Mulberry Academy Woodside,4.0,2.0,GardenFull Double GlazingDouble Bedrooms
716050.0,2022-07-01,N22 5JB,Terraced,N,Freehold,,116,SYLVAN AVENUE,,LONDON,HARINGEY,GREATER LONDON,A,2022.0,7.0,1.0,116 SYLVAN AVENUE,"116, Sylvan Avenue, London, Greater London N22 SJB",D,151.0,E,51.5,51.6059096,-0.1045292,1.75,9.4,3.96,3.69,3.48,3.43,3.48,78.0,4523.0,0.43,Bowes Park,0.5,"High Road, Wood Green",1.33,Southgate Leisure Centre,0.1,White Hart Lane Boxing Academy,0.11,Tiny Forest: White Hart Lane Recreational Ground,4.32,0.17,Earlham Primary School,0.13,Mulberry Academy Woodside,4.0,2.0,
192000.0,2023-01-27,N22 5NZ,Studio,N,Freehold,,14,HARDY PASSAGE,,LONDON,HARINGEY,GREATER LONDON,B,2023.0,1.0,27.0,14 HARDY PASSAGE,"14, Hardy Passage, London, Greater London N22 HNZ",E,105.0,C,156.5,51.5979124,-0.1099156,3.5,10.1,6.02,5.66,5.14,5.01,5.26,74.9,,0.27,Alexandra Palace,0.14,"High Road, Wood Green",0.82,Park Road Pools & Fitness,0.02,Djan Fitness Personal Training,0.05,King George VI Memorial Garden,3.95,0.18,Alexandra Primary School,0.51,Greig City Academy,,,3 MIN WALK FROM WOOD GREEN STATION BILLS INCLUDED (EXCEPT COUNCIL TAX)BEHIND WOOD GREEN STATIONAMPLEBRIGHTSTORAGE
585000.0,2022-07-18,NW4 3HP,Terrace,N,Freehold,,122,BRENT PARK ROAD,,LONDON,BARNET,GREATER LONDON,B,2022.0,7.0,18.0,122 BRENT PARK ROAD,"122, Brent Park Road, London, Greater London Nw4 BHP",C,96.0,D,470.0,51.5745212,-0.22791,1.75,9.4,3.96,3.69,3.48,3.43,3.48,70.9,9633.0,0.25,Brent Cross West,0.09,Hammerson Brent Cross Ltd,0.35,Hendon Leisure centre,0.19,The Gym Group London Staples Corner,0.11,Sturgess Park,3.76,0.15,Parkfield Primary School,0.23,Mapledown School,4.0,1.0,FOUR BEDROOM HOUSEEND OF TERRACELARGE MASTER BEDROOM WITH EN-SUITEPOTENTIAL TO EXTEND FURTHER STPPFREEHOLDCHAIN FREE
690000.0,2022-04-22,NW4 3PR,Terraced,N,Freehold,,79,BERTRAM ROAD,,LONDON,BARNET,GREATER LONDON,A,2022.0,4.0,22.0,79 BERTRAM ROAD,"79, Bertram Road, London, Greater London Nw4 BPR",C,153.0,E,36.03,51.5787187,-0.2343422,1.0,9.0,2.95,2.58,2.35,2.25,2.46,70.9,9633.0,0.13,Hendon,0.29,Silkbridge Retail Park,0.56,Hendon Leisure centre,0.24,Fitness 4 All Studio,0.21,Malcolm Park,4.01,0.07,Barnet Hill Academy,0.21,Beis Medrash Elyon,3.0,1.0,Beautiful Family Home3 ReceptionsOpen Plan KitchenExcellent ConditionLandscaped GardenChain Free
1150000.0,2022-09-27,NW4 3BS,Detached,N,Freehold,,13,RUNDELL CRESCENT,,LONDON,BARNET,GREATER LONDON,A,2022.0,9.0,27.0,13 RUNDELL CRESCENT,"13, Rundell Crescent, London, Greater London Nw4 RBS",B,274.0,G,97.44,51.5835677,-0.2308919,2.25,9.9,4.67,4.48,4.17,4.21,4.37,70.9,9633.0,0.25,Hendon,0.32,Sentinel Square Shopping Centre,0.6,Hendon Leisure centre,0.07,Lean Wellness,0.19,Malcolm Park,4.11,0.08,St Mary's and St John's CE School Primary,0.38,Hendon School,5.0,2.0,Detached Family HomeFive BedroomsGarageCloseTo HendonTube And RailSole Agent
580000.0,2022-07-20,NW4 3PA,Terraced,N,Freehold,,121,PARK ROAD,,LONDON,BARNET,GREATER LONDON,B,2022.0,7.0,20.0,121 PARK ROAD,"121, Park Road, London, Greater London Nw4 PPA",D,166.0,E,162.4,51.5781567,-0.2292694,1.75,9.4,3.96,3.69,3.48,3.43,3.48,70.9,9633.0,0.26,Hendon,0.18,Brent Cross Shopping Centre,0.43,Hendon Leisure centre,0.18,Laxman House,0.08,Sturgess Park,3.9,0.1,Parkfield Primary School,0.33,Mapledown School,4.0,2.0,FOUR BEDROOMSIMMACULATELY PRESENTEDOFFERS OVER 1550 SQ FTFULLY FITTED EAT-IN KITCHENDRIVEWAYTWO BATHROOMS
107500.0,2023-10-13,SE16 7ER,Flat,N,Leasehold,FLAT 1,"OSIER HOUSE, 14",QUEBEC WAY,,LONDON,SOUTHWARK,GREATER LONDON,A,2023.0,10.0,13.0,"FLAT 1 OSIER HOUSE, 14 QUEBEC WAY","Flat 1, Osier House, 14, Quebec Way, London, Greater London Se16 1ER",B,113.0,D,64.75,51.4971313,-0.0408409,5.25,4.6,6.6,6.06,5.6,5.52,5.94,76.5,,0.24,Canada Water,0.18,Surrey Quays Shopping Centre,0.14,Surrey Docks Fitness & Water Sports Centre,0.14,Surrey Docks Fitness & Water Sports Centre,0.12,Russia Dock Woodland,2.62,0.14,Alfred Salter Primary School,0.82,Deptford Green School,,,
425000.0,2023-10-20,SE16 7ER,Flat,N,Leasehold,FLAT 8,"OSIER HOUSE, 14",QUEBEC WAY,,LONDON,SOUTHWARK,GREATER LONDON,A,2023.0,10.0,20.0,"FLAT 8 OSIER HOUSE, 14 QUEBEC WAY","Flat 8, Osier House, 14, Quebec Way, London, Greater London Se16 8ER",B,113.0,D,64.75,51.4971313,-0.0408409,5.25,4.6,6.6,6.06,5.6,5.52,5.94,76.5,,0.24,Canada Water,0.18,Surrey Quays Shopping Centre,0.14,Surrey Docks Fitness & Water Sports Centre,0.14,Surrey Docks Fitness & Water Sports Centre,0.12,Russia Dock Woodland,2.62,0.14,Alfred Salter Primary School,0.82,Deptford Green School,,,
350000.0,2024-05-29,SE5 8UT,Flat,N,Leasehold,,24,LINWOOD CLOSE,CAMBERWELL,LONDON,SOUTHWARK,GREATER LONDON,A,2024.0,5.0,29.0,24 LINWOOD CLOSE,"24, Linwood Close, London, Greater London Se5 LUT",D,80.0,C,30.95,51.468518,-0.0773427,5.25,4.0,6.06,5.67,5.19,5.01,5.31,,,0.22,Peckham Rye,0.26,Sky Shopping City,0.31,Peckham Pulse Leisure Centre,0.25,The Gym Group London Peckham Rye,0.07,Warwick Gardens,2.32,0.15,The Belham Primary School,0.46,Arco Academy,1.0,1.0,Very Long LeaseNo ChainModern FinishCommunal GardenBeautiful LocationVery Spacious & LightMinutes From Peckham Rye Station
480000.0,2022-09-27,SE5 8TQ,Apartment,N,Leasehold,FLAT 29,RUSKIN PARK HOUSE,CHAMPION HILL,,LONDON,SOUTHWARK,GREATER LONDON,A,2022.0,9.0,27.0,FLAT 29 RUSKIN PARK HOUSE CHAMPION HILL,"Flat 29, Ruskin Park House, Champion Hill, London, Greater London Se5 2TQ",C,104.0,C,174.4,51.46621039999999,-0.0885545,2.25,9.9,4.67,4.48,4.17,4.21,4.37,75.2,21740.0,0.08,Denmark Hill,0.57,Sky Shopping City,0.35,Camberwell Leisure Centre,0.31,easyGym Camberwell,0.04,Fox Gardens,2.2,0.15,Dog Kennel Hill Primary School,0.38,Heron Academy,2.0,1.0,Two bedroomOpen plan reception / kitchenBay windowFourth floorLarge family bathroomLong leaseRuskin ParkKings College HospitalDenmark HillLocal amenities
650000.0,2023-03-31,SE16 7GA,Flat,N,Leasehold,FLAT 6,"IMPERIAL COURT, 4B",ODESSA STREET,,LONDON,SOUTHWARK,GREATER LONDON,B,2023.0,3.0,31.0,"FLAT 6 IMPERIAL COURT, 4B ODESSA STREET","Flat 6, Imperial Court, 4B, Odessa Street, London, Greater London Se16 6GA",B,128.0,E,54.8,51.498088,-0.0329909,4.25,10.1,5.77,5.23,4.74,4.57,4.98,76.5,,0.45,Surrey Quays,0.35,Greenland Place,0.25,Surrey Docks Fitness & Water Sports Centre,0.14,Outdoor Gym,0.06,Wildlife Garden,2.82,0.19,Redriff Primary School,0.85,Deptford Green School,,,
380000.0,2023-02-24,SE16 7LA,Flat,N,Leasehold,3,ALAND COURT,FINLAND STREET,,LONDON,SOUTHWARK,GREATER LONDON,A,2023.0,2.0,24.0,3 ALAND COURT FINLAND STREET,"3, Aland Court, Finland Street, London, Greater London Se16 ALA",D,111.0,D,64.75,51.4954972,-0.0377703,4.0,10.1,5.86,5.35,4.79,4.71,5.03,76.5,,0.29,Surrey Quays,0.2,Greenland Place,0.08,Surrey Docks Fitness & Water Sports Centre,0.08,Surrey Docks Fitness & Water Sports Centre,0.19,Russia Dock Woodland,2.71,0.24,Whitelily School,0.74,Deptford Green School,,,
410000.0,2022-04-20,SE16 7EN,Flat,N,Leasehold,,20,ROYAL VICTORIA GARDENS,,LONDON,LEWISHAM,GREATER LONDON,A,2022.0,4.0,20.0,20 ROYAL VICTORIA GARDENS,"20, Royal Victoria Gardens, London, Greater London Se16 REN",B,120.0,D,69.56,51.4911705,-0.0371639,1.0,9.0,2.95,2.58,2.35,2.25,2.46,83.0,3841.0,0.3,Surrey Quays,0.05,Greenland Place,0.13,Surrey Docks Fitness & Water Sports Centre,0.07,MindBodyLift,0.09,Platinum Jubilee Garden,2.77,0.12,Deptford Park Primary School,0.55,Deptford Green School,,,
795000.0,2023-08-01,SE5 9AN,Terraced,N,Freehold,,25,NORTHWAY ROAD,,LONDON,LAMBETH,GREATER LONDON,A,2023.0,8.0,1.0,25 NORTHWAY ROAD,"25, Northway Road, London, Greater London Se5 NAN",D,155.0,D,196.6,51.4655518,-0.0972634999999999,5.25,6.7,6.93,6.57,6.18,6.21,6.35,74.7,,0.13,Loughborough Junction,0.82,The Aylesham Centre,0.21,Herne Hill Lifestyle Centre - Active Lambeth,0.11,Miguels Boxing & Fitness Gym,0.22,Elam Street Open Space,2.1,0.09,"St Saviour's C of E Primary School, Herne Hill",0.2,Heron Academy,3.0,1.0,Victorian Terrace HouseThree double bedroomsThrough loungePotential to extend STPRailway side Entrance to Ruskin ParkDenmark HillLoughborough JunctionKing's College HospitalChain Free
475000.0,2022-04-08,E10 5LT,Terrace,N,Freehold,,37A,WILMOT ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,B,2022.0,4.0,8.0,37A WILMOT ROAD,"37A, Wilmot Road, London, Greater London E10 WLT",D,107.0,C,93.1,51.5629539,-0.0138448,1.0,9.0,2.95,2.58,2.35,2.25,2.46,69.6,4627.0,0.33,Leyton Midland Road,0.91,17&Central,0.19,Feel Good Too Sports Centre,0.07,SCK Fitness Team,0.17,Coronation Gardens,4.07,0.16,Dawlish Primary School,0.22,George Mitchell School,2.0,1.0,2 Double Bedrooms2 Living RoomsEnd of Terrace HouseGood Condition ThroughoutWell Maintained Private GardenGreat Location
493000.0,2023-07-31,E10 5JJ,Terraced,N,Freehold,,5,CRESCENT ROAD,LEYTON,LONDON,WALTHAM FOREST,GREATER LONDON,A,2023.0,7.0,31.0,5 CRESCENT ROAD,"5, Crescent Road, London, Greater London E10 CJJ",C,139.0,B,84.6,51.5644533,-0.0163621,5.25,6.8,6.88,6.49,6.22,6.22,6.35,73.7,,0.32,Leyton Midland Road,0.84,17&Central,0.16,Feel Good Too Sports Centre,0.15,SCK Fitness Team,0.22,Leyton jubilee park,4.06,0.11,Riverley Primary School,0.18,George Mitchell School,2.0,1.0,Victorian terraced houseBright and airy throughoutDouble receptionTwo double bedroomsFirst floor bathroomWooden floorsPrivate landscaped gardenLovely residential street
465000.0,2024-04-24,SE5 9EB,Flat,N,Leasehold,FLAT 5,131,LILFORD ROAD,,LONDON,LAMBETH,GREATER LONDON,A,2024.0,4.0,24.0,FLAT 5 131 LILFORD ROAD,"Flat 5, 131, Lilford Road, London, Greater London Se5 5EB",A,90.0,D,18.64,51.4701074,-0.1003568,5.25,4.0,5.88,5.48,4.99,4.87,5.17,,,0.17,Loughborough Junction,0.85,The Aylesham Centre,0.07,Flaxman Sports Centre - Active Lambeth,0.07,Flaxman Sports Centre - Active Lambeth,0.07,Elam Street Open Space,1.89,0.12,Loughborough Primary School,0.34,Arco Academy,,,
314500.0,2022-11-04,SE5 8PE,Terraced,N,Leasehold,,45C,WILSON ROAD,,LONDON,SOUTHWARK,GREATER LONDON,A,2022.0,11.0,4.0,45C WILSON ROAD,"45C, Wilson Road, London, Greater London Se5 WPE",C,123.0,B,38.3,51.47169479999999,-0.0857189999999999,3.0,10.7,6.59,6.28,5.98,5.82,6.11,75.2,21740.0,0.19,Denmark Hill,0.45,The Aylesham Centre,0.17,Camberwell Leisure Centre,0.12,Bronx Boxing Club,0.05,St Giles' Churchyard,2.07,0.09,Lyndhurst Primary School,0.59,Heron Academy,,,
612000.0,2022-08-05,E9 7EF,Detached,N,Freehold,,37A,SOUTHBOROUGH ROAD,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,8.0,5.0,37A SOUTHBOROUGH ROAD,"37A, Southborough Road, London, Greater London E9 SEF",C,190.0,E,69.7,51.5382463,-0.046804,1.75,9.9,4.14,3.93,3.6,3.51,3.69,73.2,11577.0,0.32,London Fields,0.82,Kingsland Shopping Centre,0.57,Kings Hall Leisure Centre,0.21,XCELERATE GYM London Fields,0.08,erinnerungsbank,2.76,0.05,Lauriston School,0.31,The Urswick School,3.0,3.0,Moments Away From Victoria Park 3 Bedroom Family HomeLarge Private GardenLauriston Primary And Mossbourne Academy School Central Heating
265000.0,2024-02-22,E10 5HD,Flat,N,Leasehold,FLAT 12,"ELMWOOD COURT, 112",GOLDSMITH ROAD,LEYTON,LONDON,WALTHAM FOREST,GREATER LONDON,B,2024.0,2.0,22.0,"FLAT 12 ELMWOOD COURT, 112 GOLDSMITH ROAD","Flat 12, Elmwood Court, 112, Goldsmith Road, London, Greater London E10 1HD",C,66.0,C,93.7,51.5665304,-0.0179455,5.25,4.0,5.73,5.26,4.76,4.62,4.99,,,0.3,Leyton Midland Road,0.74,17&Central,0.21,Feel Good Too Sports Centre,0.21,Feel Good Too Sports Centre,0.23,Leyton jubilee park,4.08,0.04,Riverley Primary School,0.14,George Mitchell School,,,
1025000.0,2022-05-20,E9 7DT,Maisonette,N,Leasehold,,34,PENSHURST ROAD,,LONDON,HACKNEY,GREATER LONDON,A,2022.0,5.0,20.0,34 PENSHURST ROAD,"34, Penshurst Road, London, Greater London E9 PDT",C,200.0,E,73.1,51.5397019,-0.042949,1.0,9.1,3.2,2.85,2.63,2.55,2.72,73.2,11577.0,0.32,Homerton,0.88,Kingsland Shopping Centre,0.55,Kings Hall Leisure Centre,0.22,The Refinery E9,0.03,Banbury Road Open Space,2.88,0.14,Lauriston School,0.91,Waterside Academy,3.0,1.0,Three bedroomsOwn entrancePrivate rear gardenExcellent locationNo onward chainEPC Rating = D
830000.0,2022-03-21,E10 5LL,Terraced,N,Freehold,,71,THORNHILL ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2022.0,3.0,21.0,71 THORNHILL ROAD,"71, Thornhill Road, London, Greater London E10 TLL",C,159.0,D,165.4,51.5618238,-0.01349,0.75,7.0,2.8,2.38,2.14,2.01,2.22,69.6,4627.0,0.37,Leyton Midland Road,0.87,Westfield Stratford City,0.2,Feel Good Too Sports Centre,0.09,SCK Fitness Team,0.12,Coronation Gardens,4.05,0.19,Dawlish Primary School,0.27,George Mitchell School,,,
490000.0,2022-12-02,E10 5LR,Terraced,N,Freehold,,38B,WINDSOR ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,2022.0,12.0,2.0,38B WINDSOR ROAD,"38B, Windsor Road, London, Greater London E10 WLR",D,174.0,C,165.4,51.5613317,-0.0131075,3.5,10.7,6.3,6.0,5.43,5.33,5.57,69.6,4627.0,0.39,Leyton Midland Road,0.84,Westfield Stratford City,0.21,Feel Good Too Sports Centre,0.1,SCK Fitness Team,0.1,Coronation Gardens,4.05,0.2,Dawlish Primary School,0.29,George Mitchell School,,,
465000.0,2024-01-15,N22 6QS,Maisonette,N,Leasehold,,105,SIRDAR ROAD,,LONDON,HARINGEY,GREATER LONDON,A,2024.0,1.0,15.0,105 SIRDAR ROAD,"105, Sirdar Road, London, Greater London N22 SQS",D,112.0,C,67.25,51.5938783,-0.0962374,5.25,4.0,5.87,5.44,4.71,4.62,5.04,,,0.53,Hornsey,0.35,The Mall Wood Green,1.52,Clissold Leisure Centre,0.25,Lordship Recreation Ground Outdoor Gym,0.07,Russell Park,3.87,0.07,Belmont Infant School,0.31,Park View School,3.0,1.0,Garden MaisonetteThree Bedrooms Two Doubles/One Single BedroomFamily size kitchenOwn section of GardenClose to TransportGas Central Heating
426625.0,2023-08-22,NW4 4EE,Maisonette,N,Leasehold,,22,RAVENSHURST AVENUE,,LONDON,BARNET,GREATER LONDON,A,2023.0,8.0,22.0,22 RAVENSHURST AVENUE,"22, Ravenshurst Avenue, London, Greater London Nw4 REE",C,134.0,D,227.8,51.5890119,-0.2245884,5.25,6.7,6.93,6.57,6.18,6.21,6.35,67.8,,0.53,Hendon,0.15,Sentinel Square Shopping Centre,0.67,Barnet Copthall Leisure Centre,0.14,Mr Fitta Gym,0.09,The Paddock,4.2,0.2,St Joseph's Catholic Primary School,0.24,Hendon School,2.0,1.0,Two double bedroomsGood size living roomSeparate KitchenUtility areaPrivate south facing rear GardenFamily bathroomWalking distance of Public TransportSole Agents
550000.0,2023-07-21,N22 6NT,House,N,Freehold,,172,MORLEY AVENUE,,LONDON,HARINGEY,GREATER LONDON,A,2023.0,7.0,21.0,172 MORLEY AVENUE,"172, Morley Avenue, London, Greater London N22 MNT",D,81.0,C,84.6,51.598389,-0.0987922,5.25,6.8,6.88,6.49,6.22,6.22,6.35,74.9,,0.56,Alexandra Palace,0.33,The Mall Wood Green,0.79,Tottenham Green Pools & Fitness,0.25,The Gym Group London Wood Green Lordship Lane,0.07,Chapman's Green,4.04,0.11,Lordship Lane Primary School,0.23,Riverside School,2.0,1.0,FreeholdConservation AreaPeriod HouseTwo Double BedroomsPrivate Rear GardenExcellent Transport Links
250000.0,2023-09-29,E9 7HD,Flat,N,Leasehold,,168,VICTORIA PARK ROAD,,LONDON,HACKNEY,GREATER LONDON,B,2023.0,9.0,29.0,168 VICTORIA PARK ROAD,"168, Victoria Park Road, London, Greater London E9 VHD",D,99.0,C,120.75,51.5384475,-0.0437671,5.25,6.7,6.75,6.37,5.91,5.93,6.14,81.5,,0.37,Homerton,0.89,Kingsland Shopping Centre,0.58,Kings Hall Leisure Centre,0.27,PureGym London Bow Wharf,0.08,Victoria park,2.84,0.08,Lauriston School,0.89,Waterside Academy,1.0,,Wood FloorsDouble GlazedSole use of patio
377000.0,2024-05-24,NW4 3RU,Flat,N,Freehold,,81,SEVINGTON ROAD,,LONDON,BARNET,GREATER LONDON,A,2024.0,5.0,24.0,81 SEVINGTON ROAD,"81, Sevington Road, London, Greater London Nw4 SRU",D,152.0,F,97.44,51.5816313,-0.2324827,5.25,4.0,6.06,5.67,5.19,5.01,5.31,,,0.18,Hendon,0.33,Silkbridge Retail Park,0.58,Hendon Leisure centre,0.14,Lean Wellness,0.16,Malcolm Park,4.07,0.12,Barnet Hill Academy,0.27,Beis Medrash Elyon,2.0,1.0,Two double bedroomsLarge lounge Private rear gardenDouble glazingGas central heating
776000.0,2022-06-27,NW4 4EG,House,N,Freehold,,29,RAVENSHURST AVENUE,,LONDON,BARNET,GREATER LONDON,A,2022.0,6.0,27.0,29 RAVENSHURST AVENUE,"29, Ravenshurst Avenue, London, Greater London Nw4 REG",D,136.0,E,143.9,51.5893368,-0.2240705,1.25,9.4,3.48,3.15,2.87,2.87,2.95,70.9,9633.0,0.55,Hendon,0.14,Sentinel Square Shopping Centre,0.66,Barnet Copthall Leisure Centre,0.14,Mr Fitta Gym,0.1,The Paddock,4.21,0.2,Hendon Preparatory School & Pre-School,0.24,Hendon School,3.0,2.0,THREE DOUBLE BEDROOMSTWO BATHROOMS (ONE ENSUITE)THROUGH LIVING ROOMKITCHEN/BREAKFAST ROOMCHARACTER FAMILY HOMEGROUND FLOOR CLOAKROOMMATURE REAR GARDENWALKING DISTANCE OF TUBE STATION AND BRENT STREET SHOPPING FACILITIESORIGINAL FEATURESCHAIN FREE
365000.0,2023-08-03,NW4 3TU,Semi-Detached,N,Freehold,,53,RIVERSIDE,,LONDON,BARNET,GREATER LONDON,B,2023.0,8.0,3.0,53 RIVERSIDE,"53, Riverside, London, Greater London Nw4 RTU",D,105.0,D,470.0,51.5753622,-0.2323943,5.25,6.7,6.93,6.57,6.18,6.21,6.35,67.8,,0.26,Hendon,0.22,Staples Corner Retail Park,0.47,Hendon Leisure centre,0.23,The Gym Group London Staples Corner,0.17,Sturgess Park,3.86,0.06,Parkfield Primary School,0.31,Beis Medrash Elyon,4.0,2.0,4 Bedrooms2 BathroomsGood Decorative OrderNatural LightOff Street Parking for 2 CarsPrivate GardenUnfurnishedAvailable Immediately
